CLE_ABONNEMENT,CLE_FACTURE,DATE_EMISSION_FACTURE,CONSO_FACTURE,DATE_RELEVE_INDEX_PRECEDENT_FACTURE_COMPOSITE,DATE_RELEVE_INDEX_FACTURE,NB_FACTURES_PAR_PDS,NB_JOURS_CONNUS,NUM_FAC_PAR_PDS
GN_1180180103593905,GN|1180180103593905|23350|1|00000,2023-06-08,75,2022-11-09,2023-05-24,5,196,2
GN_1180180103594202,GN|1180180103594202|23350|1|00000,2023-06-08,161,2022-11-08,2023-05-23,5,196,2
GN_1180180103594303,GN|1180180103594303|23350|1|00000,2023-06-08,126,2022-11-08,2023-05-23,5,196,2
GN_1180180103594606,GN|1180180103594606|23350|1|00000,2023-06-08,23,2022-11-08,2023-05-23,5,196,2
GN_1180180103595103,GN|1180180103595103|23350|1|00000,2023-06-08,192,2022-11-08,2023-05-23,5,196,2
GN_1180180103595301,GN|1180180103595301|23350|1|00000,2023-06-08,251,2022-11-08,2023-05-23,5,196,2
GN_1180180103595404,GN|1180180103595404|23350|1|00000,2023-06-08,4,2022-11-08,2023-05-23,5,196,2
GN_1180180103595701,GN|1180180103595701|23350|1|00000,2023-06-08,336,2022-11-08,2023-05-23,5,196,2
GN_1180180103604001,GN|1180180103604001|23340|1|00000,2023-06-02,0,2022-11-02,2023-05-17,5,196,2
GN_1180180103605701,GN|1180180103605701|23350|1|00000,2023-06-08,0,2022-11-08,2023-05-23,5,196,2
GN_1180180103607014,GN|1180180103607014|23350|1|00000,2023-06-08,54,2022-11-08,2023-05-23,5,196,2
GN_1180180103613603,GN|1180180103613603|23350|1|00000,2023-06-08,21,2022-11-08,2023-05-23,5,196,2
GN_1180180103613704,GN|1180180103613704|22950|1|00000,2022-12-13,559,2022-05-05,2022-11-17,5,196,1
GN_1180180103623201,GN|1180180103623201|23340|1|00000,2023-06-02,3,2022-11-02,2023-05-17,5,196,2
GN_1180180103624005,GN|1180180103624005|23350|1|00000,2023-06-08,0,2022-11-08,2023-05-23,5,196,2
GN_1180180103624502,GN|1180180103624502|23350|1|00000,2023-06-08,48,2022-11-08,2023-05-23,5,196,2
GN_1180180103625104,GN|1180180103625104|23350|1|00000,2023-06-08,18,2022-11-08,2023-05-23,5,196,2
GN_1180180103631601,GN|1180180103631601|23310|1|00000,2023-04-14,0,2022-09-13,2023-03-28,5,196,2
GN_1180180103636901,GN|1180180103636901|23340|1|00000,2023-06-02,1,2022-11-02,2023-05-17,5,196,2
GN_1180180103637101,GN|1180180103637101|23340|1|00000,2023-06-02,0,2022-11-02,2023-05-17,5,196,2
GN_1180180103637201,GN|1180180103637201|23340|1|00000,2023-06-02,2,2022-11-02,2023-05-17,5,196,2
GN_1180180103637301,GN|1180180103637301|23340|1|00000,2023-06-02,2,2022-11-02,2023-05-17,5,196,2
GN_1180180103638901,GN|1180180103638901|23350|1|00000,2023-06-08,0,2022-11-08,2023-05-23,5,196,2
GN_1180180103639001,GN|1180180103639001|23350|1|00000,2023-06-08,0,2022-11-08,2023-05-23,5,196,2
GN_1180180103642408,GN|1180180103642408|23350|1|00000,2023-06-08,183,2022-11-09,2023-05-24,5,196,2
GN_1180180103643804,GN|1180180103643804|23350|1|00000,2023-06-08,1,2022-11-08,2023-05-23,6,196,3
GN_1180180103644001,GN|1180180103644001|24330|1|00000,2024-05-22,14,2023-10-17,2024-04-30,5,196,4
GN_1180180103645501,GN|1180180103645501|24330|1|00000,2024-05-22,16,2023-10-17,2024-04-30,5,196,4
GN_1180180103649601,GN|1180180103649601|23340|1|00000,2023-06-02,0,2022-11-02,2023-05-17,5,196,2
GN_1180180103649901,GN|1180180103649901|23340|1|00000,2023-06-02,1,2022-11-02,2023-05-17,5,196,2
GN_1180180103650001,GN|1180180103650001|23340|1|00000,2023-06-02,0,2022-11-02,2023-05-17,5,196,2
GN_1180180103651401,GN|1180180103651401|24330|1|00000,2024-05-22,33,2023-10-17,2024-04-30,5,196,4
GN_1180180103652301,GN|1180180103652301|24330|1|00000,2024-05-22,61,2023-10-17,2024-04-30,5,196,4
GN_1180180103653201,GN|1180180103653201|24330|1|00000,2024-05-22,37,2023-10-17,2024-04-30,5,196,4
GN_1180180103654601,GN|1180180103654601|24330|1|00000,2024-05-22,39,2023-10-17,2024-04-30,5,196,4
GN_1180180103655101,GN|1180180103655101|24330|1|00000,2024-05-22,46,2023-10-17,2024-04-30,5,196,4
GN_1180180103658201,GN|1180180103658201|23310|1|00000,2023-04-14,35,2022-09-13,2023-03-28,5,196,2
GN_1180180103665502,GN|1180180103665502|23350|1|00000,2023-06-08,0,2022-11-08,2023-05-23,5,196,2
GN_1180180103673703,GN|1180180103673703|23350|1|00000,2023-06-08,26,2022-11-08,2023-05-23,5,196,2
GN_1180180103675501,GN|1180180103675501|24330|1|00000,2024-05-22,0,2023-10-17,2024-04-30,5,196,4
GN_1180180103676103,GN|1180180103676103|24330|1|00000,2024-05-22,11,2023-10-17,2024-04-30,6,196,4
GN_1180180103676401,GN|1180180103676401|24330|1|00000,2024-05-22,0,2023-10-17,2024-04-30,5,196,4
GN_1180180103676807,GN|1180180103676807|24330|1|00000,2024-05-22,19,2023-10-17,2024-04-30,5,196,4
GN_1180180103684810,GN|1180180103684810|24330|1|00000,2024-05-22,66,2023-10-17,2024-04-30,5,196,4
GN_1180180103685801,GN|1180180103685801|23340|1|00000,2023-06-02,2,2022-11-02,2023-05-17,5,196,2
GN_1180180103690602,GN|1180180103690602|23320|1|00000,2023-04-17,2,2022-09-20,2023-04-04,5,196,2
GN_1180180103696002,GN|1180180103696002|23350|1|00000,2023-06-08,0,2022-11-08,2023-05-23,5,196,2
GN_1180180103703402,GN|1180180103703402|23350|1|00000,2023-06-08,0,2022-11-08,2023-05-23,5,196,2
GN_1180180103720501,GN|1180180103720501|23350|1|00000,2023-06-08,1441,2022-11-08,2023-05-23,5,196,2
GN_1180180103721301,GN|1180180103721301|23350|1|00000,2023-06-08,1241,2022-11-08,2023-05-23,5,196,2
GN_1180180103723601,GN|1180180103723601|23350|1|00000,2023-06-08,0,2022-11-08,2023-05-23,6,196,2
GN_1180180103728601,GN|1180180103728601|24330|1|00000,2024-05-22,0,2023-10-17,2024-04-30,5,196,4
GN_1180180103729503,GN|1180180103729503|23350|1|00000,2023-06-08,2327,2022-11-08,2023-05-23,5,196,2
GN_1180180103730701,GN|1180180103730701|23340|1|00000,2023-06-02,0,2022-11-02,2023-05-17,5,196,2
GN_1180180103730901,GN|1180180103730901|23340|1|00000,2023-06-02,4,2022-11-02,2023-05-17,5,196,2
GN_1180180103731001,GN|1180180103731001|23340|1|00000,2023-06-02,0,2022-11-02,2023-05-17,5,196,2
GN_1180180103738401,GN|1180180103738401|23340|1|00000,2023-06-02,0,2022-11-02,2023-05-17,5,196,2
GN_1180180103739201,GN|1180180103739201|23340|1|00000,2023-06-02,0,2022-11-02,2023-05-17,5,196,2
GN_1180180103742501,GN|1180180103742501|24330|1|00000,2024-05-22,4,2023-10-17,2024-04-30,5,196,4
GN_1180180103744206,GN|1180180103744206|24330|1|00000,2024-05-22,76,2023-10-17,2024-04-30,5,196,4
GN_1180180103746601,GN|1180180103746601|24330|1|00000,2024-05-22,0,2023-10-17,2024-04-30,5,196,4
GN_1180180103755202,GN|1180180103755202|23350|1|00000,2023-06-08,0,2022-11-08,2023-05-23,5,196,2
GN_1180180103755402,GN|1180180103755402|23350|1|00000,2023-06-08,0,2022-11-09,2023-05-24,5,196,2
GN_1180180103757301,GN|1180180103757301|23350|1|00000,2023-06-08,1,2022-11-08,2023-05-23,5,196,2
GN_1180180103762701,GN|1180180103762701|23350|1|00000,2023-06-08,0,2022-11-08,2023-05-23,5,196,2
GN_1180180103770201,GN|1180180103770201|23350|1|00000,2023-06-08,49,2022-11-08,2023-05-23,3,196,2
GN_1180180103777403,GN|1180180103777403|23350|1|00000,2023-06-08,387,2022-11-08,2023-05-23,5,196,2
GN_1180180103782302,GN|1180180103782302|23350|1|00000,2023-06-08,0,2022-11-08,2023-05-23,5,196,2
GN_1180180103803002,GN|1180180103803002|24330|1|00000,2024-05-22,0,2023-10-17,2024-04-30,5,196,4
GN_1180180103820401,GN|1180180103820401|24330|1|00000,2024-05-22,0,2023-10-17,2024-04-30,5,196,4
GN_1180180103820601,GN|1180180103820601|24330|1|00000,2024-05-22,0,2023-10-17,2024-04-30,5,196,4
GN_1180180103822801,GN|1180180103822801|24330|1|00000,2024-05-22,4,2023-10-17,2024-04-30,5,196,4
GN_1180180103824006,GN|1180180103824006|24330|1|00000,2024-05-22,62,2023-10-17,2024-04-30,5,196,4
GN_1180180103831602,GN|1180180103831602|23350|1|00000,2023-06-08,109,2022-11-08,2023-05-23,4,196,1
GN_1180180103832701,GN|1180180103832701|23340|1|00000,2023-06-02,0,2022-11-02,2023-05-17,5,196,2
GN_1180180103846801,GN|1180180103846801|23350|1|00000,2023-06-08,0,2022-11-08,2023-05-23,5,196,2
GN_1180180103847801,GN|1180180103847801|24330|1|00000,2024-05-22,23,2023-10-18,2024-05-01,5,196,4
GN_1180180103869201,GN|1180180103869201|23350|1|00000,2023-06-08,2403,2022-11-08,2023-05-23,5,196,2
GN_1180180103876101,GN|1180180103876101|24330|1|00000,2024-05-22,0,2023-10-17,2024-04-30,5,196,4
GN_1180180103886301,GN|1180180103886301|23350|1|00000,2023-06-08,2654,2022-11-08,2023-05-23,5,196,2
GN_1180180103888301,GN|1180180103888301|23340|1|00000,2023-06-02,0,2022-11-02,2023-05-17,5,196,2
GN_1180180103889301,GN|1180180103889301|23340|1|00000,2023-06-02,0,2022-11-02,2023-05-17,5,196,2
GN_1180180103906801,GN|1180180103906801|24330|1|00000,2024-05-22,0,2023-10-17,2024-04-30,5,196,4
GN_1180180103910001,GN|1180180103910001|24330|1|00000,2024-05-22,0,2023-10-17,2024-04-30,5,196,4
GN_1180180103913501,GN|1180180103913501|24330|1|00000,2024-05-22,0,2023-10-18,2024-05-01,5,196,4
GN_1180180103919002,GN|1180180103919002|24330|1|00000,2024-05-22,0,2023-10-17,2024-04-30,5,196,4
GN_1180180103921802,GN|1180180103921802|23350|1|00000,2023-06-08,0,2022-11-08,2023-05-23,5,196,2
GN_1180180103921901,GN|1180180103921901|23350|1|00000,2023-06-08,32,2022-11-08,2023-05-23,5,196,2
GN_1180180103922501,GN|1180180103922501|23350|1|00000,2023-06-08,1,2022-11-09,2023-05-24,5,196,2
GN_1180180103933202,GN|1180180103933202|23350|1|00000,2023-06-08,5,2022-11-08,2023-05-23,5,196,2
GN_1180180103938501,GN|1180180103938501|24330|1|00000,2024-05-22,16,2023-10-18,2024-05-01,5,196,4
GN_1180180103941001,GN|1180180103941001|23350|1|00000,2023-06-08,7,2022-11-08,2023-05-23,6,196,2
GN_1180180103941701,GN|1180180103941701|23340|1|00000,2023-06-02,0,2022-11-02,2023-05-17,5,196,2
GN_1180180103946301,GN|1180180103946301|23350|1|00000,2023-06-08,1,2022-11-08,2023-05-23,5,196,2
GN_1180180103948401,GN|1180180103948401|23340|1|00000,2023-06-02,0,2022-11-02,2023-05-17,5,196,2
GN_1180180103949402,GN|1180180103949402|23350|1|00000,2023-06-08,731,2022-11-08,2023-05-23,5,196,2
GN_1180180103953201,GN|1180180103953201|23350|1|00000,2023-06-08,144,2022-11-08,2023-05-23,5,196,2
GN_1180180103984207,GN|1180180103984207|23350|1|00000,2023-06-08,52,2022-11-08,2023-05-23,6,196,2
GN_1180180104011301,GN|1180180104011301|24330|1|00000,2024-05-22,10,2023-10-17,2024-04-30,5,196,4
GN_1180180104011401,GN|1180180104011401|24330|1|00000,2024-05-22,0,2023-10-17,2024-04-30,5,196,4
GN_1180180104014001,GN|1180180104014001|24330|1|00000,2024-05-22,0,2023-10-17,2024-04-30,5,196,4
GN_1180180104015301,GN|1180180104015301|23340|1|00000,2023-06-02,0,2022-11-02,2023-05-17,5,196,2
GN_1180180104015401,GN|1180180104015401|23340|1|00000,2023-06-02,0,2022-10-31,2023-05-15,5,196,2
GN_1180180104015501,GN|1180180104015501|23340|1|00000,2023-06-02,0,2022-11-02,2023-05-17,5,196,2
GN_1180180104015601,GN|1180180104015601|23340|1|00000,2023-06-02,0,2022-11-02,2023-05-17,5,196,2
GN_1180180104017002,GN|1180180104017002|24330|1|00000,2024-05-22,0,2023-10-17,2024-04-30,5,196,4
GN_1180180104023601,GN|1180180104023601|23340|1|00000,2023-06-02,0,2022-11-02,2023-05-17,5,196,2
GN_1180180104024701,GN|1180180104024701|23340|1|00000,2023-06-02,215,2022-11-02,2023-05-17,4,196,2
GN_1180180104038701,GN|1180180104038701|24330|1|00000,2024-05-22,0,2023-10-17,2024-04-30,5,196,4
GN_1180180104041201,GN|1180180104041201|24330|1|00000,2024-05-22,19,2023-10-17,2024-04-30,5,196,4
GN_1180180104042502,GN|1180180104042502|23340|1|00000,2023-06-02,1,2022-11-02,2023-05-17,5,196,2
GN_1180180104045301,GN|1180180104045301|24330|1|00000,2024-05-22,0,2023-10-17,2024-04-30,5,196,4
GN_1180180104047701,GN|1180180104047701|23350|1|00000,2023-06-08,0,2022-11-08,2023-05-23,5,196,2
GN_1180180104047902,GN|1180180104047902|23350|1|00000,2023-06-08,0,2022-11-08,2023-05-23,5,196,2
GN_1180180104048001,GN|1180180104048001|23350|1|00000,2023-06-08,1,2022-11-07,2023-05-22,5,196,2
GN_1180180104051502,GN|1180180104051502|23350|1|00000,2023-06-08,81,2022-11-08,2023-05-23,5,196,2
GN_1180180104052901,GN|1180180104052901|23340|1|00000,2023-06-02,0,2022-11-02,2023-05-17,5,196,2
GN_1180180104053301,GN|1180180104053301|23340|1|00000,2023-06-02,0,2022-11-02,2023-05-17,5,196,2
GN_1180180104053501,GN|1180180104053501|23340|1|00000,2023-06-02,0,2022-11-02,2023-05-17,5,196,2
GN_1180180104053701,GN|1180180104053701|23340|1|00000,2023-06-02,0,2022-11-02,2023-05-17,5,196,2
GN_1180180104068403,GN|1180180104068403|24330|1|00000,2024-05-22,0,2023-10-17,2024-04-30,5,196,4
GN_1180180104082401,GN|1180180104082401|24330|1|00000,2024-05-22,0,2023-10-17,2024-04-30,5,196,4
GN_1180180104083301,GN|1180180104083301|24330|1|00000,2024-05-22,0,2023-10-18,2024-05-01,5,196,4
GN_1180180104115001,GN|1180180104115001|23350|1|00000,2023-06-08,44,2022-11-08,2023-05-23,5,196,2
GN_1180180104127501,GN|1180180104127501|23340|1|00000,2023-06-02,0,2022-11-02,2023-05-17,5,196,2
GN_1180180104128501,GN|1180180104128501|23340|1|00000,2023-06-02,0,2022-11-02,2023-05-17,5,196,2
GN_1180180104128701,GN|1180180104128701|23350|1|00000,2023-06-08,0,2022-11-08,2023-05-23,5,196,2
GN_1180180104128801,GN|1180180104128801|23340|1|00000,2023-06-02,0,2022-11-02,2023-05-17,5,196,2
GN_1180180104128901,GN|1180180104128901|23350|1|00000,2023-06-08,0,2022-11-08,2023-05-23,5,196,2
GN_1180180104129001,GN|1180180104129001|23350|1|00000,2023-06-08,0,2022-11-08,2023-05-23,5,196,2
GN_1180180104129601,GN|1180180104129601|23350|1|00000,2023-06-08,0,2022-11-06,2023-05-21,5,196,2
GN_1180180104129701,GN|1180180104129701|23350|1|00000,2023-06-08,0,2022-11-08,2023-05-23,5,196,2
GN_1180180104129801,GN|1180180104129801|23350|1|00000,2023-06-08,0,2022-11-08,2023-05-23,5,196,2
GN_1180180104135301,GN|1180180104135301|23340|1|00000,2023-06-02,12788,2022-11-02,2023-05-17,5,196,2
GN_1180180104137101,GN|1180180104137101|24330|1|00000,2024-05-22,0,2023-10-17,2024-04-30,5,196,4
GN_1180180104137201,GN|1180180104137201|23350|1|00000,2023-06-08,0,2022-11-08,2023-05-23,5,196,2
GN_1180180104137401,GN|1180180104137401|23340|1|00000,2023-06-02,0,2022-11-02,2023-05-17,5,196,2
GN_1180180104139501,GN|1180180104139501|24330|1|00000,2024-05-22,0,2023-10-18,2024-05-01,5,196,4
GN_1180180104139701,GN|1180180104139701|24330|1|00000,2024-05-22,0,2023-10-18,2024-05-01,5,196,4
GN_1180180104141501,GN|1180180104141501|23350|1|00000,2023-06-08,73,2022-11-08,2023-05-23,5,196,2
GN_1180180104150404,GN|1180180104150404|23350|1|00000,2023-06-08,0,2022-11-08,2023-05-23,5,196,2
GN_1180180104159501,GN|1180180104159501|24330|1|00000,2024-05-22,420,2023-10-17,2024-04-30,5,196,4
GN_1180180104187901,GN|1180180104187901|24330|1|00000,2024-05-22,1,2023-10-17,2024-04-30,5,196,4
GN_1180180104189001,GN|1180180104189001|23340|1|00000,2023-06-02,0,2022-11-02,2023-05-17,5,196,2
GN_1180180104190101,GN|1180180104190101|23340|1|00000,2023-06-02,0,2022-11-02,2023-05-17,5,196,2
GN_1180180104194101,GN|1180180104194101|23340|1|00000,2023-06-02,0,2022-11-02,2023-05-17,5,196,2
GN_1180180104194701,GN|1180180104194701|23340|1|00000,2023-06-02,0,2022-11-02,2023-05-17,5,196,2
GN_1180180104195601,GN|1180180104195601|23340|1|00000,2023-06-02,0,2022-11-02,2023-05-17,5,196,2
GN_1180180104195701,GN|1180180104195701|23340|1|00000,2023-06-02,0,2022-11-02,2023-05-17,5,196,2
GN_1180180104199201,GN|1180180104199201|24330|1|00000,2024-05-22,700,2023-10-17,2024-04-30,5,196,4
GN_1180180104216201,GN|1180180104216201|24330|1|00000,2024-05-22,1,2023-10-17,2024-04-30,5,196,4
GN_1180180104224001,GN|1180180104224001|24330|1|00000,2024-05-22,107,2023-10-17,2024-04-30,5,196,4
GN_1180180104240301,GN|1180180104240301|23320|1|00000,2023-04-17,1,2022-09-20,2023-04-04,5,196,2
GN_1180180104241402,GN|1180180104241402|23350|1|00000,2023-06-08,0,2022-11-08,2023-05-23,5,196,2
GN_1180180104241801,GN|1180180104241801|23340|1|00000,2023-06-02,557,2022-11-02,2023-05-17,5,196,2
GN_1180180104254202,GN|1180180104254202|24330|1|00000,2024-05-22,0,2023-10-17,2024-04-30,5,196,4
GN_1180180104257803,GN|1180180104257803|23350|1|00000,2023-06-08,114,2022-11-08,2023-05-23,5,196,2
GN_1180180104264901,GN|1180180104264901|23340|1|00000,2023-06-02,95,2022-11-02,2023-05-17,5,196,2
GN_1180180104267101,GN|1180180104267101|24330|1|00000,2024-05-22,2526,2023-10-17,2024-04-30,5,196,4
GN_1180180104270102,GN|1180180104270102|23320|1|00000,2023-04-17,0,2022-09-21,2023-04-05,5,196,2
GN_1180180104278101,GN|1180180104278101|24330|1|00000,2024-05-22,0,2023-10-17,2024-04-30,5,196,4
GN_1180180104278501,GN|1180180104278501|24330|1|00000,2024-05-22,0,2023-10-17,2024-04-30,5,196,4
GN_1180180104279901,GN|1180180104279901|24330|1|00000,2024-05-22,0,2023-10-17,2024-04-30,5,196,4
GN_1180180104290003,GN|1180180104290003|23350|1|00000,2023-06-08,8,2022-11-08,2023-05-23,5,196,2
GN_1180180104290103,GN|1180180104290103|23350|1|00000,2023-06-08,2,2022-11-08,2023-05-23,5,196,2
GN_1180180104298203,GN|1180180104298203|23350|1|00000,2023-06-08,67,2022-11-08,2023-05-23,5,196,2
GN_1180180104298301,GN|1180180104298301|23350|1|00000,2023-06-08,23,2022-11-08,2023-05-23,5,196,2
GN_1180180104301801,GN|1180180104301801|24330|1|00000,2024-05-22,121,2023-10-17,2024-04-30,5,196,4
GN_1180180104308001,GN|1180180104308001|24330|1|00000,2024-05-22,0,2023-10-17,2024-04-30,5,196,4
GN_1180180104308401,GN|1180180104308401|24330|1|00000,2024-05-22,0,2023-10-17,2024-04-30,5,196,4
GN_1180180104309001,GN|1180180104309001|24330|1|00000,2024-05-22,0,2023-10-18,2024-05-01,5,196,4
GN_1180180104311401,GN|1180180104311401|24330|1|00000,2024-05-22,196,2023-10-17,2024-04-30,5,196,4
GN_1180180104311901,GN|1180180104311901|23350|1|00000,2023-06-08,0,2022-11-08,2023-05-23,5,196,2
GN_1180180104319502,GN|1180180104319502|23310|1|00000,2023-04-14,82,2022-09-13,2023-03-28,5,196,2
GN_1180180104322801,GN|1180180104322801|23350|1|00000,2023-06-08,9,2022-11-08,2023-05-23,5,196,2
GN_1180180104326101,GN|1180180104326101|24330|1|00000,2024-05-22,1,2023-10-17,2024-04-30,5,196,4
GN_1180180104334002,GN|1180180104334002|24330|1|00000,2024-05-22,31,2023-10-17,2024-04-30,7,196,5
GN_1180180104342401,GN|1180180104342401|24330|1|00000,2024-05-22,0,2023-10-17,2024-04-30,5,196,4
GN_1180180104348801,GN|1180180104348801|24330|1|00000,2024-05-22,0,2023-10-17,2024-04-30,5,196,4
GN_1180180104348901,GN|1180180104348901|24330|1|00000,2024-05-22,0,2023-10-17,2024-04-30,5,196,4
GN_1180180104349101,GN|1180180104349101|23330|1|00000,2023-05-22,39,2022-10-18,2023-05-02,5,196,2
GN_1180180104368701,GN|1180180104368701|23350|1|00000,2023-06-08,34,2022-11-08,2023-05-23,5,196,2
GN_1180180104369101,GN|1180180104369101|23350|1|00000,2023-06-08,0,2022-11-08,2023-05-23,5,196,2
GN_1180180104369301,GN|1180180104369301|23350|1|00000,2023-06-08,0,2022-11-08,2023-05-23,5,196,2
GN_1180180104369401,GN|1180180104369401|23350|1|00000,2023-06-08,2,2022-11-08,2023-05-23,5,196,2
GN_1180180104369701,GN|1180180104369701|23350|1|00000,2023-06-08,0,2022-11-09,2023-05-24,5,196,2
GN_1180180104370501,GN|1180180104370501|23350|1|00000,2023-06-08,0,2022-11-08,2023-05-23,5,196,2
GN_1180180104374901,GN|1180180104374901|23340|1|00000,2023-06-02,0,2022-11-02,2023-05-17,5,196,2
GN_1180180104377902,GN|1180180104377902|23350|1|00000,2023-06-08,25,2022-11-08,2023-05-23,5,196,2
GN_1180180104380601,GN|1180180104380601|23350|1|00000,2023-06-08,0,2022-11-08,2023-05-23,5,196,2
GN_1180180104380801,GN|1180180104380801|23350|1|00000,2023-06-08,204,2022-11-08,2023-05-23,5,196,2
GN_1180180104389701,GN|1180180104389701|23350|1|00000,2023-06-08,5,2022-11-08,2023-05-23,5,196,2
GN_1180180104391901,GN|1180180104391901|23350|1|00000,2023-06-08,7,2022-11-07,2023-05-22,5,196,2
GN_1180180104394402,GN|1180180104394402|23310|1|00000,2023-04-14,0,2022-09-13,2023-03-28,5,196,2
GN_1180180104396002,GN|1180180104396002|23320|1|00000,2023-04-17,35,2022-09-20,2023-04-04,5,196,2
GN_1180180104409201,GN|1180180104409201|24330|1|00000,2024-05-22,0,2023-10-17,2024-04-30,5,196,4
GN_1180180104409401,GN|1180180104409401|23350|1|00000,2023-06-08,0,2022-11-08,2023-05-23,5,196,2
GN_1180180104426602,GN|1180180104426602|23350|1|00000,2023-06-08,34,2022-11-08,2023-05-23,5,196,2
GN_1180180104428502,GN|1180180104428502|23340|1|00000,2023-06-02,816,2022-11-02,2023-05-17,6,196,3
GN_1180180104434101,GN|1180180104434101|23340|1|00000,2023-06-02,0,2022-11-02,2023-05-17,5,196,2
GN_1180180104456301,GN|1180180104456301|23350|1|00000,2023-06-08,0,2022-11-09,2023-05-24,5,196,2
GN_1180180104459901,GN|1180180104459901|23350|1|00000,2023-06-08,0,2022-11-08,2023-05-23,5,196,2
GN_1180180104468102,GN|1180180104468102|23350|1|00000,2023-06-08,1409,2022-11-08,2023-05-23,5,196,2
GN_1180180104469702,GN|1180180104469702|24330|1|00000,2024-05-22,0,2023-10-17,2024-04-30,5,196,4
GN_1180180104471002,GN|1180180104471002|23350|1|00000,2023-06-08,44,2022-11-08,2023-05-23,5,196,2
GN_1180180104475801,GN|1180180104475801|23340|1|00000,2023-06-02,0,2022-11-02,2023-05-17,5,196,2
GN_1180180104475901,GN|1180180104475901|23350|1|00000,2023-06-08,0,2022-11-08,2023-05-23,5,196,2
GN_1180180104476101,GN|1180180104476101|23350|1|00000,2023-06-08,185,2022-11-09,2023-05-24,5,196,2
GN_1180180104476401,GN|1180180104476401|23350|1|00000,2023-06-08,40,2022-11-07,2023-05-22,5,196,2
GN_1180180104477501,GN|1180180104477501|23350|1|00000,2023-06-08,0,2022-11-08,2023-05-23,5,196,2
GN_1180180104485101,GN|1180180104485101|23350|1|00000,2023-06-08,0,2022-11-08,2023-05-23,5,196,2
GN_1180180104485401,GN|1180180104485401|24330|1|00000,2024-05-22,0,2023-10-17,2024-04-30,5,196,4
GN_1180180104486801,GN|1180180104486801|24330|1|00000,2024-05-22,0,2023-10-17,2024-04-30,5,196,4
GN_1180180104487501,GN|1180180104487501|24330|1|00000,2024-05-22,0,2023-10-17,2024-04-30,5,196,4
GN_1180180104488801,GN|1180180104488801|23340|1|00000,2023-06-02,235,2022-11-02,2023-05-17,5,196,2
GN_1180180104489001,GN|1180180104489001|24330|1|00000,2024-05-22,0,2023-10-17,2024-04-30,5,196,4
GN_1180180104489101,GN|1180180104489101|24330|1|00000,2024-05-22,111,2023-10-17,2024-04-30,5,196,4
GN_1180180104489401,GN|1180180104489401|23350|1|00000,2023-06-08,14,2022-11-08,2023-05-23,5,196,2
GN_1180180104489501,GN|1180180104489501|23350|1|00000,2023-06-08,4,2022-11-08,2023-05-23,5,196,2
GN_1180180104494101,GN|1180180104494101|23350|1|00000,2023-06-08,215,2022-11-08,2023-05-23,6,196,3
GN_1180180104494301,GN|1180180104494301|23350|1|00000,2023-06-08,4,2022-11-08,2023-05-23,6,196,3
GN_1180180104496302,GN|1180180104496302|24330|1|00000,2024-05-22,26,2023-10-16,2024-04-29,6,196,5
GN_1180280200018502,GN|1180280200018502|22220|1|00000,2022-08-19,16,2022-01-20,2022-08-04,5,196,1
GN_1180280200018502,GN|1180280200018502|23220|1|00000,2023-08-16,19,2023-01-18,2023-08-02,5,196,3
GN_1180280200304003,GN|1180280200304003|22220|1|00000,2022-08-19,1000,2022-01-20,2022-08-04,5,196,1
GN_1180280200357301,GN|1180280200357301|24220|1|00000,2024-08-12,28,2024-01-19,2024-08-02,5,196,5
GN_1180280200699802,GN|1180280200699802|23220|1|00000,2023-08-16,0,2023-01-09,2023-07-24,5,196,3
GN_1180280200728801,GN|1180280200728801|24220|1|00000,2024-08-12,745,2024-01-16,2024-07-30,5,196,5
GN_1180280200741901,GN|1180280200741901|24220|1|00000,2024-08-12,0,2024-01-17,2024-07-31,5,196,5
GN_1180280200748502,GN|1180280200748502|24220|1|00000,2024-08-12,761,2024-01-19,2024-08-02,5,196,5
GN_1180280200774403,GN|1180280200774403|23220|1|00000,2023-08-16,2,2023-01-18,2023-08-02,4,196,3
GN_1180280200781501,GN|1180280200781501|24220|1|00000,2024-08-12,106,2024-01-16,2024-07-30,5,196,5
GN_1180280200790201,GN|1180280200790201|24220|1|00000,2024-08-12,1608,2024-01-16,2024-07-30,5,196,5
GN_1180280200816304,GN|1180280200816304|24220|1|00000,2024-08-12,0,2024-01-19,2024-08-02,5,196,5
GN_1180280200829301,GN|1180280200829301|24220|1|00000,2024-08-12,13,2024-01-17,2024-07-31,5,196,5
GN_1180280200831601,GN|1180280200831601|23220|1|00000,2023-08-16,16,2023-01-18,2023-08-02,5,196,3
GN_1180280200879101,GN|1180280200879101|22220|1|00000,2022-08-19,100,2022-01-20,2022-08-04,5,196,1
GN_1180280200879101,GN|1180280200879101|24220|1|00000,2024-08-12,1003,2024-01-19,2024-08-02,5,196,5
GN_1180280200887301,GN|1180280200887301|24220|1|00000,2024-08-12,372,2024-01-16,2024-07-30,5,196,5
GN_1180280200891401,GN|1180280200891401|24220|1|00000,2024-08-12,42,2024-01-15,2024-07-29,5,196,5
GN_1180280200898601,GN|1180280200898601|24220|1|00000,2024-08-12,0,2024-01-16,2024-07-30,5,196,5
GN_1180280200945103,GN|1180280200945103|24220|1|00000,2024-08-12,4,2024-01-16,2024-07-30,4,196,4
