CLE_ABONNEMENT,DATE_ENTREE_LOCAL_ABONNEMENT,DATE_SOUSCRIPTION_ABONNEMENT,DATE_RESILIATION_ABONNEMENT
GN_1181181100013703,1998-07-02,,2012-10-17
GN_1181181100015003,2007-06-18,2007-06-18,2010-08-24
GN_1181181100015301,1995-07-07,2002-06-12,2016-11-17
GN_1181181100016701,2008-05-19,2008-05-19,2018-05-03
GN_1181181199800401,1990-07-23,,2013-04-09
GN_1181881800011501,,,1999-10-14
GN_1181881800069101,,,1997-04-01
GN_1181881800069102,1997-04-01,,2014-09-16
GN_1181881800158901,2001-09-21,2001-11-22,2009-01-01
GN_1181881800175101,2008-01-01,2008-01-01,2018-03-21
GN_1182682600006201,,,2015-07-21
GN_1182682600006601,,,2016-01-20
GN_1182682600025801,1997-07-01,,2000-05-30
GN_1182782700046201,2014-06-06,2014-06-19,2016-02-11
GN_1183183100051901,,,2014-12-12
GN_1183183100147008,2009-06-04,2009-06-04,2010-11-09
GN_1183183100147009,2010-11-10,2010-11-10,2012-05-09
GN_1183183100158202,2000-01-17,2000-01-24,2007-06-11
GN_1183183100158803,2005-04-01,2005-05-03,2018-05-14
GN_1183283200034001,,,2004-09-11
GN_1183283200096301,2002-10-11,2003-05-06,2005-07-25
GN_1183283200138802,2016-12-13,2016-12-21,2018-07-20
GN_1183383300008401,,,1994-04-18
GN_1183383300008402,1994-04-18,,2014-03-26
GN_1183483400009801,,,1998-04-03
GN_1183483400020101,,,2004-05-31
GN_1183483400043002,1997-06-10,,2007-07-23
GN_1183483400069701,,,2000-08-01
GN_1183483400110207,2006-08-03,2006-08-03,2010-05-12
GN_1183483400138902,2003-07-01,2003-12-18,2007-04-12
GN_1184184100010203,2003-12-08,2003-12-17,2007-03-19
GN_1184184100010403,1996-01-01,,1996-07-04
GN_1184184100015401,,,2016-12-06
GN_1184184100016202,1992-02-15,,2009-12-29
GN_1184184100018602,1993-06-09,,2002-09-10
GN_1184184100021402,2006-08-29,2006-08-23,2007-06-01
GN_1184184100079601,,,2017-09-18
GN_1184184100082501,,,2003-12-18
GN_1184184100090203,1997-01-01,,2017-02-01
GN_1184184100095701,,,2016-12-16
GN_1184184100104001,,,1994-06-29
GN_1184184100126901,,,1997-04-14
GN_1184184100152301,,,2007-07-30
GN_1184184100157701,,,2010-09-06
GN_1184184100193201,,,2016-10-24
GN_1184184100197404,2010-02-05,2010-02-05,2010-02-25
GN_1184184100197405,2010-02-25,2010-09-16,2016-08-23
GN_1184184100240302,,,2012-06-22
GN_1184184100244702,1998-01-01,,2004-05-17
GN_1184184100261406,2014-10-07,2014-10-07,2018-04-09
GN_1184184100278102,2006-02-01,2006-01-27,2011-03-14
GN_1184184100314507,1996-11-30,,1998-02-28
GN_1184184100334508,2011-12-16,2011-12-16,2013-06-25
GN_1184184100338403,1993-03-25,,2012-03-21
GN_1184184100338404,2012-03-21,2012-04-20,2013-06-10
GN_1184184100342303,1991-07-01,,2011-06-14
GN_1184184100349001,,,2003-01-13
GN_1184184100357704,2004-03-31,2004-04-01,2011-01-12
GN_1184184100382401,,,1999-09-23
GN_1184184100391001,1990-07-01,,2018-01-09
GN_1184184100404701,1991-07-04,,2007-05-03
GN_1184184100451301,1995-07-18,,2005-04-13
GN_1184184100451302,2005-04-13,2005-04-13,2012-01-26
GN_1184184100456602,2001-06-29,2001-06-27,2008-08-07
GN_1184184100485303,2004-03-31,2004-04-01,2008-03-13
GN_1184184100485304,2008-03-18,2008-03-18,2012-05-30
GN_1184184100485902,2007-04-13,2007-04-13,2009-06-09
GN_1184184100490901,1998-06-29,,2005-01-26
GN_1184184100523701,1999-06-12,2001-07-19,2017-05-23
GN_1184184100550601,2004-03-10,2004-08-11,2019-09-09
GN_1184184100565406,2007-10-30,2007-10-29,2008-06-30
GN_1184184100582602,2013-06-17,2013-06-25,2016-12-29
GN_1184184100606701,2009-04-01,2009-04-17,2013-10-15
GN_1184184100606901,2009-04-01,2009-04-17,2009-09-08
GN_1184184100606902,2009-09-08,2009-09-08,2016-05-02
GN_1184184100620101,2010-01-01,2010-06-25,2011-04-01
GN_1184184100647401,2015-11-30,2015-11-12,2018-10-12
GN_1184284200000605,2013-02-22,2013-02-22,2013-02-28
GN_1184284200008501,1994-06-22,,2001-10-03
GN_1184284200009702,2001-09-01,2002-08-06,2005-07-27
GN_1184284200054501,1994-06-20,,2007-11-15
GN_1184284200054502,2007-11-15,2007-11-16,2012-09-17
GN_1184284200076101,1994-06-22,,2010-01-25
GN_1184384300003801,1994-07-01,,2000-12-01
GN_1184484400051901,1994-07-01,,2001-10-19
GN_1184484400074002,1997-01-01,,2003-12-05
GN_1184484400074003,2003-12-05,2004-02-27,2016-05-12
GN_1184484400074801,1994-07-01,,2006-01-17
GN_1184484400078602,1996-12-01,,2003-09-01
GN_1184484400079201,1994-07-01,,2006-11-30
GN_1184484400124301,1994-07-01,,2013-12-01
GN_1184484400144601,1994-07-01,,2002-07-15
GN_1184484400187301,1994-07-01,,2008-10-01
GN_1184484400187302,2008-10-01,2008-09-30,2009-11-30
GN_1184484400187303,2009-11-30,2009-11-30,2012-06-15
GN_1184484400187304,2013-03-18,2013-03-21,2016-08-23
GN_1184484400194601,1994-07-01,,2004-02-02
GN_1184484400219001,2000-08-17,2000-08-17,2008-10-01
GN_1184484400219002,2008-10-01,2008-09-30,2009-11-30
GN_1184484400219003,2009-11-30,2009-11-30,2012-06-15
GN_1184484400250601,2012-04-03,2012-04-03,2014-08-07
GN_1185185100068201,1994-03-03,,2000-10-26
GN_1185185100079001,2000-03-15,2000-12-06,2005-04-25
GN_1185185100079002,2006-02-17,2006-02-16,2014-09-09
GN_1185185100098401,2007-07-01,2008-02-18,2008-02-18
GN_1184484400078604,2015-01-01,2015-04-16,
GN_1183583500005103,2019-01-11,2019-01-11,2019-11-25
GN_1180980900799301,2019-10-31,2020-04-02,2021-06-25
GN_1180780700361002,2017-09-04,2017-08-31,2019-02-26
GN_1180180103554604,2004-10-01,2004-10-04,2011-02-09
GN_1180680600077602,2014-07-23,2014-08-01,2020-11-25
GN_1180680600078102,2014-07-23,2014-08-01,2020-11-25
GN_1180180100091303,1994-01-01,,2024-04-25
GN_1180180102959206,2012-05-01,2012-05-15,2022-06-01
GN_1180380301214601,2010-07-01,2010-07-01,
GN_1180180104052002,2010-09-27,2010-09-27,
GN_1180180100516601,,,2020-03-09
GN_1185185100068202,2000-11-15,2001-02-01,2020-07-03
GN_1185185100098402,2008-02-18,2008-02-18,2019-04-02
GN_1180180100208202,2003-12-31,2004-02-05,2022-09-28
GN_1180180103241404,2016-02-23,2016-02-23,
GN_1184284200156701,1994-08-01,,2022-07-11
GN_1180280200701303,2010-01-20,2010-01-20,
GN_1180180104391601,2018-01-01,2018-01-10,
GN_1184184100143601,,,
GN_1184184100368501,1993-06-01,,
GN_1180280200566602,1998-01-01,,
GN_1180180100511903,1994-07-01,,
GN_1180280200620102,1998-01-01,,
GN_1184184100368201,1993-06-01,,
GN_1180180103147202,1993-07-01,,
GN_1180180103241801,,,
GN_1181181100001302,,,
GN_1180580500035209,2011-07-13,2011-07-20,2021-07-27
GN_1183383300002501,,,2020-01-15
GN_1184484400107603,2008-07-03,2008-07-03,
GN_1180180103685702,2010-11-03,2010-11-03,2021-08-04
GN_1180180100966502,1997-07-01,,
GN_1180580500233101,2012-07-01,2012-07-01,
GN_1184184100481602,2023-04-01,2023-04-01,2023-08-09
GN_1180180103981002,2018-01-16,2018-01-16,2023-06-30
GN_1184184100104002,1996-01-01,,
GN_1180180104438101,2018-09-26,2018-11-28,
GN_1180880800350601,2018-05-17,2018-05-17,
GN_1180180104401402,2023-06-14,2023-06-14,
GN_1184184100188002,2014-09-24,2014-09-24,2023-07-25
GN_1180980900345902,,,
GN_1180980900563903,2004-11-18,2004-11-18,
GN_1184184100021403,2010-04-29,2010-05-03,
GN_1180980900142407,2016-07-01,2016-07-01,2020-05-05
GN_1180180101013808,2019-03-01,2019-04-03,2020-03-09
GN_1180980900017305,2017-12-19,2017-12-19,
GN_1180980900216906,2011-05-30,2011-05-30,
GN_1180180102507205,2014-01-23,2014-01-23,2019-01-18
GN_1180180100074803,2009-03-30,2009-06-18,2018-03-08
GN_1181881800188501,2012-05-14,2012-06-04,2024-04-05
GN_1180980900010902,2017-04-10,2017-04-13,2018-10-26
GN_1180180103933304,2016-09-01,2016-09-01,2021-05-14
GN_1180980900596703,2010-07-27,2010-04-27,2021-09-23
GN_1180180103626501,1997-08-11,,2023-05-03
GN_1180980900248001,,,
GN_1180980900369403,2014-02-18,2014-02-18,
GN_1180180100523102,2004-01-01,2004-01-01,2019-03-28
GN_1180180102414506,2013-09-06,2013-09-06,2019-11-18
GN_1180180103597001,1996-08-01,,
GN_1180280200790401,2000-07-07,2000-10-24,
GN_1180480400134806,2007-08-01,2007-08-01,2023-09-26
GN_1180480400551803,2003-01-20,2003-10-14,
GN_1180480400784101,1991-07-01,,
GN_1180480400823107,2016-11-09,2016-11-09,
GN_1180480400612302,1991-01-01,,
GN_1180480400346801,,,
GN_1180180104347401,2016-06-13,2016-06-15,2018-06-14
GN_1184384300082702,2009-06-05,2009-06-05,
GN_1180480400604206,2005-03-14,2005-03-14,2022-03-10
GN_1180480400469102,2006-10-01,2006-10-31,2018-11-20
GN_1180880800326802,2015-09-11,2015-11-27,2016-10-27
GN_1180880800167103,2013-02-01,2013-02-01,2023-05-09
GN_1180880800323402,2013-05-02,2013-05-02,
GN_1180980900240601,,,
GN_1180180100178502,2001-11-15,2001-11-28,
GN_1180480400825603,2013-07-12,2013-09-02,
GN_1180880800157601,,,
GN_1180480400542305,2016-03-14,2016-03-14,2023-02-08
GN_1180380301277801,2020-11-15,2020-11-15,2022-01-05
GN_1180380300018301,,,
GN_1180380300924003,1995-12-27,,
GN_1180180103537406,2013-07-01,2013-06-10,2019-11-26
GN_1180880800307502,2011-12-20,2012-03-21,
GN_1180380301091904,2019-05-27,2019-06-18,
GN_1180380301273601,2019-03-18,2019-03-18,
GN_1180480400683702,2016-03-01,2016-03-01,2016-09-23
GN_1183283200047202,2002-01-01,2002-06-05,
GN_1180180101499201,,,2018-01-01
GN_1180180101497601,,,2023-03-13
GN_1180980900736501,2011-11-16,2011-12-13,
GN_1180180103406903,2015-09-22,2015-09-22,
GN_1180180103624005,2016-11-24,2017-11-24,
GN_1180180103869201,2005-05-28,2006-03-06,
GN_1180180103595301,1996-10-08,,
GN_1180180103869101,2005-05-12,2006-03-06,
GN_1180180103624302,2010-12-13,2010-12-13,
GN_1180180103626608,2017-06-30,2017-06-30,
GN_1180180102991711,2010-07-01,2010-07-01,
GN_1180180100019301,,,
GN_1180180100018401,,,
GN_1180180103965601,2008-01-01,2008-05-27,
GN_1180180199801801,2000-01-01,2000-01-18,
GN_1183583500015501,,,2021-02-04
GN_1180480400827201,1997-01-01,,
GN_1180180104368102,2018-06-12,2018-06-12,2019-05-21
GN_1180180100532504,2013-10-31,2013-10-28,
GN_1181281200022902,1995-02-22,,2019-04-03
GN_1180180104427701,2018-06-01,2018-06-05,2023-12-30
GN_1180180104290002,2015-11-17,2015-11-17,2019-10-16
GN_1180180104290102,2016-01-01,2016-01-01,2020-01-08
GN_1180180100324903,2015-12-11,2015-12-10,
GN_1180180103325301,1991-07-01,,
GN_1180180102988005,2021-12-07,2021-12-07,
GN_1184184100314508,1998-02-28,,
GN_1180180100094906,2001-02-19,2001-02-14,
GN_1180180100121307,2014-01-23,2014-01-23,2021-09-15
GN_1180180103424701,1993-01-30,,
GN_1180980900243502,2002-06-16,2002-06-19,
GN_1180980900488801,1994-05-25,,
GN_1180180104290802,2016-12-01,2016-12-06,2020-10-22
GN_1180980900314302,,,
GN_1180280200467402,1991-11-14,,2024-06-13
GN_1180180102794703,1992-03-24,,2020-06-26
GN_1180180101524501,,,
GN_1180980900540102,2012-11-01,2012-10-16,
GN_1180980900548504,2013-09-17,2013-09-17,2019-06-03
GN_1180180101633602,2023-08-30,2023-08-30,
GN_1180180102825902,2015-01-30,2015-01-30,2022-09-23
GN_1180180100125603,2013-04-30,2013-04-30,2022-12-13
GN_1180180100432210,2014-10-29,2014-10-29,
GN_1180180100107606,2023-12-04,2023-12-04,
GN_1180180100208303,2004-11-22,2004-11-22,2024-01-23
GN_1180980900363103,2016-09-30,2016-10-04,
GN_1180180100516602,2020-03-09,2020-03-09,
GN_1180180103817403,2010-09-23,2011-03-08,2017-11-06
GN_1180280200102301,,,
GN_1180980900120007,2017-03-13,2017-03-21,
GN_1180180103420004,2016-03-25,2016-03-25,
GN_1180180102923206,2016-10-20,2016-11-10,
GN_1180980900537201,1997-01-01,,
GN_1180880800350802,2024-09-18,2024-09-18,
GN_1180980900772701,2017-11-29,2018-01-10,
GN_1180980900772801,2018-01-11,2018-01-12,
GN_1180980900717402,2015-01-01,2015-03-17,
GN_1180980900550601,1998-03-09,,
GN_1180980900548505,2019-05-21,2019-05-21,
GN_1180180100491502,1991-10-01,,2022-08-05
GN_1180180103569306,2013-06-01,2013-10-17,2017-10-31
GN_1180180103605501,1997-01-01,,
GN_1180180103847401,2004-11-24,2005-05-18,
GN_1180180104032901,2009-07-01,2009-09-17,
GN_1180180199803601,2009-07-01,2009-09-17,
GN_1180180104279701,2014-02-04,2014-04-08,2017-03-23
GN_1180980900482602,2012-04-10,2012-04-10,2023-02-09
GN_1180980900393106,2018-02-06,2018-02-06,
GN_1180980900422802,1991-09-01,,
GN_1180980900315904,2000-06-27,2000-06-27,2019-11-29
GN_1180180102913602,1997-06-30,,
GN_1180980900067703,1998-06-30,,
GN_1181181100012405,2008-10-14,2008-10-14,2024-08-29
GN_1180980900747101,2013-06-26,2013-08-09,2020-03-09
GN_1180180103643104,2009-09-21,2009-09-21,2019-10-14
GN_1180980900559001,1998-11-04,,2024-11-25
GN_1184184100331302,2015-03-01,2015-04-07,
GN_1180880800366701,2022-12-27,2022-12-27,2023-04-14
GN_1180980900490001,1994-09-13,,
GN_1180980900425603,1998-01-01,,
GN_1180980900505601,1994-11-15,,
GN_1180980900536301,1997-01-01,,
GN_1180980900441201,1991-04-11,,
GN_1180980900277001,,,
GN_1180980900363703,2005-11-22,2005-11-22,2024-11-27
GN_1180980900586001,2000-07-01,2000-11-23,
GN_1180180100090002,2002-01-01,2001-12-24,
GN_1180180100174601,,,
GN_1180180103273105,2010-03-19,2010-03-19,2021-01-06
GN_1180180100802207,2017-11-28,2017-11-28,2019-10-14
GN_1180180102852202,2022-07-07,2022-07-07,
GN_1180180104491901,2021-11-04,2021-11-04,
GN_1180980900789501,2020-02-03,2020-01-31,
GN_1180980900789601,2020-02-03,2020-01-31,
GN_1180180103769701,2001-10-11,2002-08-27,2022-04-25
GN_1180180102809402,,,
GN_1180180104180901,2011-01-20,2011-01-20,
GN_1184484400264901,2018-11-09,2018-11-09,2020-09-10
GN_1184484400264701,2018-11-09,2018-11-09,2020-09-10
GN_1180180103666203,2016-02-22,2016-02-10,
GN_1180280200840303,2015-10-02,2015-12-04,2018-02-13
GN_1180180103596801,1996-07-04,,
GN_1180180103422710,2017-12-01,2017-12-01,2024-12-17
GN_1180280200848101,2005-09-12,2006-01-11,2022-04-04
GN_1180280200858501,2006-03-27,2006-09-25,
GN_1184184100666202,2020-10-20,2020-10-20,
GN_1180280200417904,2000-04-11,2000-04-11,2023-12-01
GN_1184184100485305,2012-05-30,2012-05-30,2022-02-25
GN_1184184100017904,2005-01-05,2005-02-17,
GN_1180280200534402,2004-04-23,2004-04-23,
GN_1180280200722103,2014-04-01,2014-04-01,
GN_1184184100257903,2006-08-31,2006-08-31,
GN_1180180100004302,1998-07-10,,2022-01-19
GN_1180180103005002,1994-01-01,,
GN_1180280200485502,,,2021-05-12
GN_1180180103127901,1992-01-01,,
GN_1180180103918902,2015-09-25,2015-10-23,
GN_1180180100796705,2015-09-25,2015-12-03,
GN_1180180100099904,2015-09-25,2015-12-03,
GN_1184284200018802,2000-03-20,2000-03-20,
GN_1180580500225802,2018-02-14,2018-02-14,
GN_1180180101914902,2018-02-14,2018-02-14,
GN_1185185100109601,2018-06-15,2018-06-15,2019-05-02
GN_1184284200208401,2013-12-09,2013-12-18,
GN_1185185100106701,2018-06-15,2018-06-15,2019-01-05
GN_1180280200976801,2013-09-16,2013-09-12,
GN_1180280200904701,2009-08-19,2009-09-02,
GN_1184284200081901,1994-06-23,,
GN_1184284200090101,1994-06-21,,
GN_1184184100618801,2010-02-22,2010-02-22,
GN_1184184100456606,2013-07-25,2013-06-24,2022-04-05
GN_1184184100020402,2007-11-19,2007-11-19,
GN_1180180102599607,2012-11-29,2012-11-29,
GN_1180180100020804,2018-07-01,2019-06-14,2021-03-02
GN_1180180103813302,2014-06-15,2014-06-04,2019-06-14
GN_1180280200435701,,,
GN_1180280201009601,2015-07-30,2015-07-07,
GN_1180280201049701,2020-03-12,2020-07-29,2020-07-30
GN_1180280200304003,2002-10-01,2002-11-15,
GN_1180280200850102,2017-12-08,2017-12-08,
GN_1184184100339003,2004-04-30,2004-04-30,
GN_1184184100252801,,,
GN_1180280200967602,2023-01-10,2023-01-10,
GN_1180280200590307,2016-11-02,2016-11-26,2019-09-10
GN_1180980900071501,,,2020-01-31
GN_1180180103668402,2003-02-05,2003-02-05,
GN_1180280299801701,2003-05-05,2003-08-29,2019-08-31
GN_1180280200839203,2018-07-13,2018-07-13,
GN_1180280200573304,2016-02-11,2016-02-11,2020-10-19
GN_1184184100010204,2007-03-19,2007-03-19,2017-07-02
GN_1180280200825401,2003-05-05,2003-08-29,
GN_1180280200825501,2003-05-05,2003-08-29,
GN_1180280200115201,,,2021-08-28
GN_1180480400032106,2014-12-01,2014-12-01,2023-08-31
GN_1180280200598604,2008-07-25,2008-07-25,
GN_1180280200028005,2006-02-27,2006-02-27,
GN_1180280200857001,2006-04-26,2006-08-03,
GN_1180180100178303,2018-08-01,2018-10-16,
GN_1180180102852201,,,2022-06-20
GN_1180280200804302,2005-10-01,2006-02-14,
GN_1180280200713803,2010-03-23,2010-03-22,
GN_1180280200834906,2022-03-23,2022-03-23,
GN_1180280200430903,2007-04-10,2007-04-10,2022-08-25
GN_1180180102291307,2011-10-31,2011-10-31,
GN_1180380300805102,2016-08-16,2016-08-16,2020-03-01
GN_1180180103108202,2014-08-29,2014-08-29,2019-09-05
GN_1180180103907501,2007-02-26,2007-03-12,2020-02-13
GN_1180180103370401,1992-01-01,,
GN_1180380301235201,2013-04-11,2013-04-11,2020-07-24
GN_1180180100961204,2006-07-01,2006-07-13,
GN_1180280200885501,2008-03-18,2008-04-18,
GN_1180280200980201,2014-03-04,2014-03-18,
GN_1180280200812401,2001-11-15,2002-01-30,
GN_1180280200846502,2006-03-21,2006-04-10,2021-07-01
GN_1180180100574102,1996-04-19,,
GN_1180180100788602,2017-10-01,2017-11-02,
GN_1180380300130104,2018-07-27,2018-07-27,
GN_1181181100010405,2011-01-01,2011-01-01,
GN_1180980900654701,2005-01-01,2005-05-06,2019-09-04
GN_1184484400126301,1994-07-01,,
GN_1181181100009802,2023-11-30,2023-11-30,
GN_1180280200835003,2017-01-01,2018-03-26,
GN_1180180100085004,2014-07-01,2014-12-02,2024-05-15
GN_1180780700171302,2003-10-06,2003-10-06,2022-10-31
GN_1184484400129702,1996-02-07,,2022-09-27
GN_1184484400124302,2013-12-01,2013-12-09,
GN_1183483400029302,1997-10-09,,2020-07-21
GN_1180180102034906,2010-10-19,2010-10-20,2021-06-09
GN_1180480499801102,2010-09-29,2010-12-17,
GN_1184484400073801,1994-07-01,,2020-03-13
GN_1180180102206304,2001-02-01,2001-07-09,2021-09-09
GN_1180180103065404,2017-07-10,2017-07-18,
GN_1180180104245101,2012-11-09,2012-12-13,
GN_1182882800000802,1994-07-12,,
GN_1180180100142103,2012-11-21,2012-11-21,
GN_1180180101722201,,,
GN_1180980900779101,2018-04-11,2018-07-24,2019-05-06
GN_1180280201052702,2021-05-07,2021-05-07,2021-12-23
GN_1184184100672501,2019-06-21,2019-06-21,2022-06-28
GN_1184184100064301,,,
GN_1180180103448206,2014-01-01,2017-11-22,2024-08-19
GN_1180480400004302,2009-01-01,2009-09-09,
GN_1180480400151802,2002-02-01,2002-04-03,2024-05-13
GN_1180480400481102,1991-01-01,,
GN_1180480400883901,2004-12-16,2005-09-21,
GN_1180180100015802,1994-06-01,,
GN_1180480400117002,1996-08-23,,
GN_1180480400942401,2011-12-12,2011-12-08,
GN_1180480400803301,1993-01-01,,
GN_1180180103930901,2007-03-19,2007-06-18,2021-11-24
GN_1180180100173503,2005-03-01,2005-07-18,2020-02-05
GN_1180280200824303,2004-03-26,2004-03-26,
GN_1180480400809802,2006-01-01,2006-01-27,2024-03-13
GN_1180480400877004,2011-04-01,2011-04-01,2022-03-31
GN_1180480400550202,2002-03-22,2002-03-22,
GN_1180380301197201,2009-04-08,2009-04-10,2016-03-24
GN_1180280200818501,2002-07-08,2002-09-25,2022-01-11
GN_1180480400767502,2007-01-29,2007-01-30,
GN_1180180103422002,2017-06-01,2017-06-16,
GN_1180780700229606,2023-07-19,2023-07-19,
GN_1180780700018903,2011-11-15,2011-12-12,
GN_1180180101525904,2003-10-22,2003-10-22,
GN_1180180102786502,1992-04-16,,
GN_1180180103565301,1996-04-11,,2019-09-24
GN_1180180101936704,2019-06-18,2020-03-02,2023-01-13
GN_1180180102935205,2013-06-01,2013-09-30,
GN_1180180100169301,,,
GN_1180180100142202,1991-06-14,,2020-03-04
GN_1180180102169201,,,2018-09-04
GN_1180180103250105,2016-01-01,2016-01-08,
GN_1180280200658403,2008-03-31,2008-04-01,
GN_1184284200232001,2020-07-13,2020-07-13,2022-01-26
GN_1180180100012701,,,2023-02-06
GN_1180180103767601,2002-02-28,2002-08-27,2018-06-19
GN_1180180103448402,1994-02-04,,
GN_1180180102171403,2014-04-29,2014-04-29,
GN_1182682600025802,2001-01-01,2001-05-25,
GN_1180480400585706,2009-10-13,2009-10-13,
GN_1180180103716101,2000-08-28,2000-12-19,
GN_1180180100104002,2017-05-01,2017-05-01,
GN_1180180101936705,2023-10-30,2023-10-30,
GN_1180780700444301,2014-10-01,2014-11-13,
GN_1180380301256901,2015-11-12,2016-01-12,2016-04-21
GN_1180380301257001,2015-11-12,2016-01-12,2016-04-21
GN_1180780700250401,,,
GN_1180880800366101,2022-12-27,2022-12-27,2023-06-26
GN_1180980900515403,2016-09-09,2016-09-26,
GN_1180280200760901,1997-07-24,,2019-12-12
GN_1180280299802001,1993-01-01,2004-07-22,
GN_1180180104392001,2018-03-15,2018-03-15,
GN_1180180102929601,,,
GN_1180180100500203,2007-04-04,2007-04-04,
GN_1180180102961001,,,
GN_1180180100199503,2004-07-01,2004-08-30,2023-10-09
GN_1181181100015801,2006-05-22,2006-11-27,
GN_1180180103689601,1999-07-01,1999-12-20,
GN_1180280201049902,2020-09-01,2020-09-01,
GN_1180180100249504,2015-09-26,2015-10-23,
GN_1180180100203703,2006-07-01,2007-02-05,2021-05-27
GN_1180180100523103,2019-03-28,2019-03-28,
GN_1180180100632505,2022-06-07,2022-06-07,
GN_1180280200840601,2005-04-27,2005-07-25,
GN_1180180101741301,,,
GN_1180180102435201,,,
GN_1180480400959104,2020-05-12,2020-05-12,2021-11-24
GN_1180180101865602,2005-04-25,2005-04-25,2023-01-31
GN_1180880800014901,,,
GN_1180880800073001,,,2019-10-11
GN_1180880800351601,2019-02-11,2019-02-11,
GN_1180180102589102,2002-01-01,2002-02-01,
GN_1180180102552706,2021-08-02,2021-08-02,
GN_1180180102960701,,,
GN_1180180103518701,1994-06-01,,2019-01-23
GN_1180380301198102,2016-01-01,2016-08-11,
GN_1180180102208105,2007-06-01,2008-01-29,2020-07-10
GN_1180180100323102,2014-12-16,2014-12-16,
GN_1180180104260401,2013-02-09,2013-04-30,2016-10-19
GN_1180880800240102,1995-08-17,,2024-07-15
GN_1180880800182501,,,
GN_1180880800282402,2013-08-01,2013-08-22,
GN_1180880800166401,,,
GN_1180180102197904,2002-03-01,2002-10-16,2019-12-16
GN_1180180100110307,2007-04-30,2007-04-30,
GN_1180180100103703,2015-09-25,2015-10-27,2023-06-29
GN_1180180102238911,2016-03-07,2016-03-17,
GN_1180180102820905,2001-10-19,2001-10-19,
GN_1180180101614502,1996-01-01,,
GN_1180180100105206,2008-01-01,2008-02-19,
GN_1180180102412901,,,2016-04-29
GN_1180180102659501,,,2021-11-22
GN_1180180100537603,2005-12-29,2005-12-29,
GN_1180380300018502,1999-07-15,,
GN_1180380301184101,2007-07-26,2007-07-26,2025-01-06
GN_1180380301007608,2017-10-25,2017-10-25,2022-03-07
GN_1180180102413603,2004-03-01,2004-09-21,2013-11-14
GN_1180180104324501,2015-07-01,2015-07-30,2022-11-14
GN_1180180103825002,2014-09-18,2014-09-18,
GN_1180180101042305,2007-02-27,2007-02-27,2023-02-10
GN_1182782700036001,2005-07-06,2006-02-13,
GN_1180180102242904,2000-04-04,2001-08-01,
GN_1180180103844502,2009-02-20,2009-03-06,
GN_1180180100433702,1996-07-01,,
GN_1180980900655302,2012-11-21,2012-11-21,
GN_1180380301065401,1996-01-01,,
GN_1180380300260301,,,
GN_1180180100119703,1998-03-04,,2020-05-26
GN_1180180100898302,2003-06-19,2003-06-24,
GN_1180180103507301,1994-03-22,,
GN_1184284200049703,2006-09-21,2006-09-21,2019-11-08
GN_1180180104150404,2018-07-19,2018-07-19,
GN_1180180101631801,,,2023-07-18
GN_1180180103494006,2017-02-07,2017-02-07,2020-01-24
GN_1180180103557801,1995-07-03,,
GN_1180480400972601,2017-05-11,2017-05-11,2019-06-21
GN_1180180101732204,2010-01-01,2010-03-01,2018-07-12
GN_1180380300218201,,,
GN_1184184100022003,2011-05-09,2011-05-09,2024-01-22
GN_1184184100272403,1999-02-22,,
GN_1184184100338204,2007-01-01,2008-03-18,
GN_1180280200704101,1992-07-01,,2014-10-30
GN_1181181100002401,,,
GN_1180180102150906,2015-09-25,2015-10-26,
GN_1180180100239902,2016-01-05,2016-01-05,
GN_1180180101053501,,,
GN_1180180103674001,1999-04-14,,
GN_1180180102489305,2018-06-25,2018-07-25,
GN_1180180103079203,2014-10-01,2014-10-28,2024-06-17
GN_1180680600077901,2006-10-11,2007-02-05,
GN_1181281200037701,2000-02-08,2000-05-29,
GN_1180380300907006,2005-10-06,2005-10-07,
GN_1180380300181202,,,2022-02-01
GN_1180380301021401,1991-07-01,,2024-04-08
GN_1180280200071003,2014-08-29,2014-09-01,
GN_1183483400028301,,,
GN_1184284200026301,1994-06-22,,
GN_1180680600068102,2003-11-28,2003-12-08,
GN_1180180101042907,2009-04-27,2009-05-14,
GN_1180180100363201,,,2020-09-25
GN_1180180102113202,1994-02-03,,2020-07-29
GN_1180180102586603,2003-10-01,2003-10-01,
GN_1180480400859902,2004-12-30,2004-12-21,2019-08-31
GN_1180380301020602,2004-09-01,2004-09-01,
GN_1180180100239601,,,
GN_1180180104241302,2020-08-21,2020-08-21,
GN_1180180100697002,2006-06-02,2006-06-07,
GN_1180180102483302,1996-12-03,,
GN_1180180103922405,2016-07-27,2016-07-27,2019-11-18
GN_1180380300155702,2010-01-29,2010-01-29,2019-09-19
GN_1180380301270601,2018-06-20,2018-08-01,
GN_1180380301078108,2011-02-01,2011-01-27,2022-12-06
GN_1185185100031701,,,
GN_1184184100584002,2015-03-18,2015-03-18,2024-02-21
GN_1180180101065802,1998-02-09,,
GN_1183383300003901,,,2017-10-20
GN_1180380301145701,2005-09-22,2005-09-22,2018-05-28
GN_1180180103700406,2018-05-17,2018-05-18,2021-10-01
GN_1180180100898502,1999-06-25,,
GN_1180180102299503,1996-07-01,,
GN_1180180103612101,1997-02-01,,
GN_1180180100653103,2002-08-16,2002-08-16,
GN_1180180104129501,2010-11-09,2010-11-09,2023-03-01
